Text,Translation,Language,Category
Keep taking deep breaths through your mouth.,Huminga nang malalim gamit ang iyong bibig,Filipino / Pilipino,Medical Instructions
"Say ""99"" when I listen with my stethoscope.","Sabihin ang ""99"" habang nakikinig ako gamit ang stethoscope",Filipino / Pilipino,Medical Instructions
I'm going to put this cotton bud into your nostril. You will feel strange but it is not painful,"Ipapasok ko lamang itong cotton bud sa loob ng iyong ilong. Kakaiba ang pakiramdam, ngunit hindi naman ito masakit.",Filipino / Pilipino,Medical Instructions
This is to test for coronavirus,Ito ay pagsusuri para sa coronavirus,Filipino / Pilipino,Medical Instructions
Tilt your head back,Ibaling nang bahagya ang ulo palikod,Filipino / Pilipino,Medical Instructions
"If coronavirus positive, we call your phone by tomorrow.","Kung positibo ka sa coronavirus, tatawagan ka namin bukas.",Filipino / Pilipino,Medical Instructions
"If coronavirus negative, we send you SMS after 3 days","Kung negatibo ka sa coronavirus, magsesend kami ng SMS makalipas ang tatlong araw.",Filipino / Pilipino,Medical Instructions
"Later, you will do an X-ray",Mamaya ay kukuhanan ka ng X-ray,Filipino / Pilipino,Medical Instructions
There is no sign of infection on your X-ray,Wala namang senyales ng impeksyon batay sa iyong X-ray,Filipino / Pilipino,Medical Instructions
You can go back soon.,Maaari ka nang umuwi sa ilang sandali,Filipino / Pilipino,Medical Instructions
"Wait here, do not leave this area","Maaari lamang na maghintay dito, huwag aalis sa lugar na ito",Filipino / Pilipino,Medical Instructions
You have to stay in the hospital for a few days,Kailangan mong manatili sa ospital sa loob ng ilang mga araw,Filipino / Pilipino,Medical Instructions
I'll give you medicine to make you feel better,Bibigyan kita ng gamot para bumuti ang iyong pakiramdam,Filipino / Pilipino,Medical Instructions
You must not work for next 5 days.,Kailangan mong hindi pumasok sa trabaho sa loob ng limang araw,Filipino / Pilipino,Medical Instructions
You must come back if you have problems with breathing.,Kailangan mong bumalik dito sakaling magkaroon ng problema sa paghinga,Filipino / Pilipino,Medical Instructions
You must come back if you do not recover completely after 5 days,Kailangan mong bumalik dito sakaling hindi ka tuluyang gumaling pagkatapos ng limang araw,Filipino / Pilipino,Medical Instructions
Read the handout carefully,Basahin mo ng maigi ang handout,Filipino / Pilipino,Medical Instructions
Thank you,Salamat.,Filipino / Pilipino,Greetings
Good morning / afternoon / evening,Magandang umaga/ magandang hapon/ magandang gabi,Filipino / Pilipino,Greetings
I am the nurse,Ako ang nars.,Filipino / Pilipino,Greetings
I am the doctor,Ako ang doktor.,Filipino / Pilipino,Greetings
You are in the intensive care unit.,Ikaw ay nasa ICU o intensive care unit.,Filipino / Pilipino,Medical Instructions
Today is Monday / Tuesday / Wednesday / Thursday / Friday / Saturday / Sunday,Lunes/Martes/Miyerkules/Huwebes/Biyernes/Sabado/Linggo na ngayon.,Filipino / Pilipino,Greetings
You are getting better,Bumubuti na ang iyong kalagayan.,Filipino / Pilipino,Greetings
We will remove the breathing tube when you are better,Aalisin namin ang tubo kapag bumuti na ang iyong kalagayan,Filipino / Pilipino,Medical Instructions
You can talk after we remove the breathing tube,Maaari ka nang magsalita pagkatapos alisin ang tubo,Filipino / Pilipino,Medical Instructions
Take a deep breath,Huminga nang malalim,Filipino / Pilipino,Medical Instructions
Give me a big cough,Umubo nang may puwersa,Filipino / Pilipino,Medical Instructions
Don’t struggle,Huwag labanan,Filipino / Pilipino,Medical Instructions
Don’t move,Huwag gagalaw,Filipino / Pilipino,Medical Instructions
Lift up your arm,Itaas ang kamay,Filipino / Pilipino,Medical Instructions
Lift up your leg (same description as 95),Itaas ang paa,Filipino / Pilipino,Medical Instructions
Squeeze my hand,Pisilin ang kamay ko,Filipino / Pilipino,Medical Instructions
Show me two fingers,Itaas ang dalawang daliri sa kamay,Filipino / Pilipino,Medical Instructions
Open your mouth,Buksan ang bibig,Filipino / Pilipino,Medical Instructions
Stick out your tongue,Labas ang dila,Filipino / Pilipino,Medical Instructions
Open your eyes,Buksan ang mga mata,Filipino / Pilipino,Medical Instructions
I’m going to shine a light into your eyes. It will be bright.,Iilawan ko lang ang iyong mga mata. Makakasilaw lang saglit.,Filipino / Pilipino,Medical Instructions
Your lungs are weak. We are going to insert a breathing tube to help you breathe,Mahina na ang iyong baga. Kailangan naming magpasok ng tubo para tulungan kang huminga,Filipino / Pilipino,Medical Instructions
You are going to sleep now,Makakatulog ka na,Filipino / Pilipino,Medical Instructions
We are turning you onto your belly to help your lungs expand (belly facing down),Ipapadapa ka lang namin para tulungang lumuwag ang iyong baga,Filipino / Pilipino,Medical Instructions
We are inserting a tube to help you pass urine,Magpapasok lang kami ng sonda/tubo sa pantog para tulungan kang maka-ihi,Filipino / Pilipino,Medical Instructions
We are inserting a tube through your nose,Magpapasok lang kami ng tubo sa loob ng ilong,Filipino / Pilipino,Medical Instructions
We are going to give you an injection in your neck to give you medications,Mag-injeksyon lang kami sa leeg para magbigay ng gamot,Filipino / Pilipino,Medical Instructions
We are going to give you an injection in your arm to measure your blood pressure (giving injection),(Injection for giving medication) Tutusok lang kami sa braso para magbigay ng gamot,Filipino / Pilipino,Medical Instructions
We are going to give you an injection in your arm to measure your blood pressure (drawing blood),(Injection for drawing blood) Tutusok lang kami sa braso para kumuha ng dugo,Filipino / Pilipino,Medical Instructions
We will give you sleeping medications.,Bibigyan ka namin ng gamot pampatulog,Filipino / Pilipino,Medical Instructions
We will give you painkillers.,Bibigyan ka namin ng gamot para sa kirot,Filipino / Pilipino,Medical Instructions
We are giving you medication to keep your blood pressure up.,Binibigyan ka namin ng gamot para mapataas ang blood pressure,Filipino / Pilipino,Medical Instructions
We are going to remove the breathing tube.,Tatanggalin na namin ang tubo sa baga,Filipino / Pilipino,Medical Instructions
We are going to suck out your phlegm,I-suction lang namin ang iyong plema,Filipino / Pilipino,Medical Instructions
We are going to clean you with a sponge,Papaliguan ka namin,Filipino / Pilipino,Medical Instructions
Turn left (while standing or sitting),Harap sa kaliwa,Filipino / Pilipino,Medical Instructions
Turn left (while lying down on the bed),Higa patagilid sa kaliwa,Filipino / Pilipino,Medical Instructions
Turn right (while standing or sitting),Harap sa kanan,Filipino / Pilipino,Medical Instructions
Turn right (while lying down on the bed),Higa patagilid sa kanan,Filipino / Pilipino,Medical Instructions
We will change your diapers,Papalitan namin ang iyong diaper,Filipino / Pilipino,Medical Instructions
Lift up your leg,Itaas ang hita,Filipino / Pilipino,Medical Instructions
We are going to sit you up,I-uupo ka namin,Filipino / Pilipino,Medical Instructions
We are going to shift you up the bed (moving the bed),I-aangat lang namin ang kama,Filipino / Pilipino,Medical Instructions
We are going to shift you up the bed (moving the patient),I-aangat ka lang namin sa kama,Filipino / Pilipino,Medical Instructions
We are going to clean your mouth,Lilinisin namin ang iyong bibig,Filipino / Pilipino,Medical Instructions
Do not swallow the gargle,Huwag lunukin ang solusyong gamit sa pagmumog,Filipino / Pilipino,Medical Instructions
Are you in pain?,Mayroon ka bang nararamdaman na masakit ngayon?,Filipino / Pilipino,Basic Terms
Where is the pain?,Saang banda ang masakit?,Filipino / Pilipino,Basic Terms
"Is it mild, moderate or severe?","Ang sakit na nararamdaman ba ay banayad, katamtaman o malubha?",Filipino / Pilipino,Basic Terms
Can you point to the pain?,Maaring ituro mo kung anung parte ng katawan ang masakit?,Filipino / Pilipino,Basic Terms
Head,Ulo,Filipino / Pilipino,Basic Terms
eyes,Mata,Filipino / Pilipino,Basic Terms
ears,Tenga,Filipino / Pilipino,Basic Terms
nose,Ilong,Filipino / Pilipino,Basic Terms
mouth,Bibig,Filipino / Pilipino,Basic Terms
throat,Lalamunan,Filipino / Pilipino,Basic Terms
chest,Dibdib,Filipino / Pilipino,Basic Terms
abdomen,Tiyan,Filipino / Pilipino,Basic Terms
back,Likod,Filipino / Pilipino,Basic Terms
arms,Braso,Filipino / Pilipino,Basic Terms
legs,Hita,Filipino / Pilipino,Basic Terms
feet,Paa,Filipino / Pilipino,Basic Terms
1 - one,Isa,Filipino / Pilipino,Basic Terms
2 - two,Dalawa,Filipino / Pilipino,Basic Terms
3 - three,Tatlo,Filipino / Pilipino,Basic Terms
4 - four,Apat,Filipino / Pilipino,Basic Terms
5 - five,Lima,Filipino / Pilipino,Basic Terms
6 - six,Anim,Filipino / Pilipino,Basic Terms
7 - seven,Pito,Filipino / Pilipino,Basic Terms
8 - eight,Walo,Filipino / Pilipino,Basic Terms
9 - nine,Siyam,Filipino / Pilipino,Basic Terms
10 - ten,Sampu,Filipino / Pilipino,Basic Terms
0 - zero,Zero,Filipino / Pilipino,Basic Terms
January,Enero,Filipino / Pilipino,Basic Terms
Feb,Pebrero,Filipino / Pilipino,Basic Terms
March,Marso,Filipino / Pilipino,Basic Terms
April,Abril,Filipino / Pilipino,Basic Terms
May,Mayo,Filipino / Pilipino,Basic Terms
June,Hunyo,Filipino / Pilipino,Basic Terms
July,Hulyo,Filipino / Pilipino,Basic Terms
August,Agosto,Filipino / Pilipino,Basic Terms
September,Setyembre,Filipino / Pilipino,Basic Terms
October,Oktubre,Filipino / Pilipino,Basic Terms
November,Nobyembre,Filipino / Pilipino,Basic Terms
December,Disyembre,Filipino / Pilipino,Basic Terms
I am a doctor. I do not speak your language. I will communicate with you using this website. Answer me in English as much as possible. Thank you.,Je suis un(e) medecin(e). Je ne parle pas Français. Je vais communiquer avec toi à travers de ce site. Repondez-moi en anglais si possible. Merci.,French / française,Greetings
What's your name?,Comment vous appelez-vous?,French / française,Greetings
Please give me your Identitification Card / Work Permit,Donnez-moi votre carte d'identification s'il vous plaît,French / française,Greetings
"In the last 14 days, did you meet anyone who has coronavirus?","Au cours de ces 14 derniers jours, avez-vous rencontré quelqu'un qui a coronavirus?",French / française,Contact with Others
Who? What is your relationship with them?,OMS? Quelle est votre relation avec eux?,French / française,Contact with Others
How many days ago did you meet them? (There is a number chart in the sidebar if they cannot answer),Il y a combien de jours que vous vous êtes rencontrés?,French / française,Contact with Others
How long were you with him/her?,Depuis combien de temps étiez-vous avec lui / elle?,French / française,Contact with Others
"In the last 14 days, did you travel out of this country? If yes, tell us the countries in English.","Au cours de ces 14 derniers jours, avez-vous voyager hors de [CE PAYS]? Si oui, dites-nous les pays en anglais.",French / française,Contact with Others
Do you have a fever?,Avez-vous de la fièvre?,French / française,Symptoms
"How many days?
(You may use this for multiple symptoms)",Depuis combien de jours?,French / française,Symptoms
"Did you measure it with a thermometer? If you did, what was the highest reading?","Vous avez pris votre température avec l'aide d'un thermomètre? Si vous l'avez fait, quelle était la valeur la plus élevée?",French / française,Symptoms
Runny nose?,Nez qui coule?,French / française,Symptoms
Cough?,La toux?,French / française,Symptoms
Sore throat?,Gorge irritée?,French / française,Symptoms
Difficulty breathing?,Difficulté à respirer?,French / française,Symptoms
Do you have diarrhoea? How many times a day?,Avez-vous la diarrhée? Combien de fois par jour?,French / française,Symptoms
Rash?,Éruption?,French / française,Symptoms
"Any pain? Specifically, any chest pain?","Aucune douleur? Plus précisément, une douleur thoracique?",French / française,Symptoms
Point to the place.,Pointez à l'endroit.,French / française,Symptoms
Do you have any past medical history?,Avez-vous des antécédents médicaux?,French / française,Medical Conditions
Please point to which ones.,S'il vous plaît indiquez lesquels.,French / française,Medical Conditions
Asthma,Asthme,French / française,Medical Conditions
Pneumonia,Pneumonie,French / française,Medical Conditions
Hypertension,Hypertension,French / française,Medical Conditions
Hyperlipidemia,hyperlipidémie,French / française,Medical Conditions
Diabetes,Diabète,French / française,Medical Conditions
Heart problems,Problèmes cardiaques,French / française,Medical Conditions
Kidney problems,Problèmes rénaux,French / française,Medical Conditions
Loss of taste,Perte du goût,French / française,Symptoms
Lost of Smell,Perdu l'odorat,French / française,Symptoms
Do you have a drug allergy?,Avez-vous une allergie médicamenteuse?,French / française,Medical Conditions
"Do you smoke? If yes, how many cigarettes a day?","Est-ce que vous fumez? Si oui, combien de cigarettes par jour?",French / française,Medical Conditions
"Do you drink? If yes, how much (number of bottles a week, type of alcohol)?","Buvez-vous? Si oui, combien (nombre de bouteilles par semaine, le type d'alcool)?",French / française,Medical Conditions
"If you have any other problems, you can tell me in English.","Si vous avez d'autres problèmes, vous pouvez me dire en anglais.",French / française,Medical Conditions
I’m going to examine you.,Je vais vous examiner.,French / française,Medical Instructions
Tell me if you feel more pain.,Dites-moi si vous vous sentez encore plus de douleur.,French / française,Medical Instructions
Please remove your shirt.,Enlevez votre chemise s'il vous plaît,French / française,Medical Instructions
Keep taking deep breaths through your mouth.,Continuez à prendre des respirations profondes par la bouche.,French / française,Medical Instructions
"Say ""99"" when I listen with my stethoscope.",Dites « 99 » quand je l'écoute avec mon stéthoscope.,French / française,Medical Instructions
I'm going to put this cotton bud into your nostril. You will feel strange but it is not painful,"Je vais mettre ce coton tige dans votre narine. Il peut sembler incomfortable, mais ce n'est pas douloureux",French / française,Medical Instructions
This is to test for coronavirus,Ceci sert à déterminer la présence du coronavirus,French / française,Medical Instructions
Tilt your head back,Inclinez votre tête,French / française,Medical Instructions
"If coronavirus positive, we call your phone by tomorrow.","Si c'est positif de coronavirus, nous vous appelons par téléphone demain",French / française,Medical Instructions
"If coronavirus negative, we send you SMS (text) after 3 days","Si c'est négatif de coronavirus, nous vous envoyons un SMS (texto) après 3 jours",French / française,Medical Instructions
"Later, you will do an X-ray","Par la suite, vous ferez un rayon X",French / française,Medical Instructions
There is no sign of infection on your X-ray,Il n'y a aucun signe d'infection sur votre X-ray,French / française,Medical Instructions
You can go back soon.,Vous pouvez y retourner bientôt.,French / française,Medical Instructions
"Wait here, do not leave this area","Attendez ici, ne quittez pas cet endroit",French / française,Medical Instructions
You have to stay in the hospital for a few days,Vous devez rester à l'hôpital pendant quelques jours,French / française,Medical Instructions
We need to transfer you to another location.,Nous avons besoin de vous transférer vers un autre emplacement.,French / française,Medical Instructions
I'll give you medicine to make you feel better,Je vais vous donner des médicaments pour vous faire sentir mieux,French / française,Medical Instructions
You must not work for next 5 days.,Vous ne devez pas travailler pour les 5 prochains jours.,French / française,Medical Instructions
You must come back if you have problems with breathing.,Vous devez revenir si vous avez des problèmes avec la respiration.,French / française,Medical Instructions
You must come back if you do not recover completely after 5 days,Vous devez revenir si vous ne récupérez pas complètement au bout de 5 jours,French / française,Medical Instructions
Read the handout carefully,Lisez attentivement le document,French / française,Medical Instructions
Thank you,Je vous remercie,French / française,Greetings
Good morning / afternoon / evening,Bonjour / Bonsoir,French / française,Greetings
I am the nurse,Je suis l'infirmière,French / française,Greetings
I am the doctor,Je suis le médecin,French / française,Greetings
You are in the intensive care unit.,Vous êtes dans l'unité de soins intensifs.,French / française,Medical Instructions
Today is Monday,Aujourd'hui c'est lundi,French / française,Greetings
Today is Tuesday,"Aujourd'hui, c'est mardi",French / française,Greetings
Today is Wednesday,Aujourd'hui c'est mercredi,French / française,Greetings
Today is Thursday,Aujourd'hui c'est jeudi,French / française,Greetings
Today is Friday,Aujourd'hui c'est vendredi,French / française,Greetings
Today is Saturday,Aujourd'hui c'est samedi,French / française,Greetings
Today is Sunday,Aujourd'hui c'est dimanche,French / française,Greetings
You are getting better,Vous vous améliorez,French / française,Greetings
We will remove the breathing tube when you are better,Nous allons retirer le tube respiratoire lorsque vous êtes mieux,French / française,Medical Instructions
You can talk after we remove the breathing tube,Vous pouvez parler après que nous enlever le tube respiratoire,French / française,Medical Instructions
Take a deep breath,Prenez une grande respiration,French / française,Medical Instructions
Open your mouth,Ouvrez la bouche,French / française,Medical Instructions
Don’t struggle,Ne pas lutter,French / française,Medical Instructions
Don’t move,Ne pas bouger,French / française,Medical Instructions
Lift up your arm,Levez votre bras,French / française,Medical Instructions
Lift up your leg,Soulevez la jambe,French / française,Medical Instructions
Squeeze my hand,Pincez ma main,French / française,Medical Instructions
Show me two fingers,Montrez-moi deux doigts,French / française,Medical Instructions
Open your mouth,Ouvrez la bouche,French / française,Medical Instructions
Stick out your tongue,Tirez votre langue,French / française,Medical Instructions
Open your eyes,Ouvrez vos yeux,French / française,Medical Instructions
I’m going to shine a light into your eyes. It will be bright.,Je vais briller une lumière dans vos yeux. Il sera brillant.,French / française,Medical Instructions
Your lungs are weak. We are going to insert a breathing tube to help you breathe,Vos poumons sont faibles. Nous allons insérer un tube respiratoire pour vous aider à respirer,French / française,Medical Instructions
You are going to sleep now,Vous allez dormir maintenant,French / française,Medical Instructions
We are turning you onto your belly to help your lungs expand,Nous vous tournant sur le ventre pour aider vos poumons se dilatent,French / française,Medical Instructions
We are inserting a tube to help you pass urine,Nous insérons un tube pour vous aider à passer l'urine,French / française,Medical Instructions
We are inserting a tube through your nose,Nous insérons un tube par le nez,French / française,Medical Instructions
We are going to give you an injection in your neck to give you medications,Nous allons vous donner une injection dans votre cou pour vous donner des médicaments,French / française,Medical Instructions
We are going to give you an injection in your arm to measure your blood pressure,Nous allons vous donner une injection dans le bras pour mesurer votre tension artérielle,French / française,Medical Instructions
We will give you sleeping medications.,Nous vous donnerons des médicaments pour dormir.,French / française,Medical Instructions
We will give you painkillers.,Nous vous donnerons des antalgiques.,French / française,Medical Instructions
We are giving you medication to keep your blood pressure up.,Nous vous donnons des médicaments pour maintenir votre tension artérielle vers le haut.,French / française,Medical Instructions
We are going to remove the breathing tube.,Nous allons retirer le tube respiratoire.,French / française,Medical Instructions
We are going to suck out your phlegm,Nous allons aspirer votre flegme,French / française,Medical Instructions
We are going to clean you with a sponge,Nous allons vous nettoyer avec une éponge,French / française,Medical Instructions
Turn left,Tournez à gauche,French / française,Medical Instructions
Turn right,Tournez à droite,French / française,Medical Instructions
We will change your diapers,Nous allons changer vos couches,French / française,Medical Instructions
Lift up your leg,Soulevez la jambe,French / française,Medical Instructions
We are going to sit you up,Nous allons vous asseoir,French / française,Medical Instructions
We are going to shift you up the bed,Nous allons vous déplacer le lit,French / française,Medical Instructions
We are going to clean your mouth,Nous allons nettoyer la bouche,French / française,Medical Instructions
Do not swallow the gargle,Ne pas avaler le gargarisme,French / française,Medical Instructions
Are you in pain?,Vous êtes en douleur ?,French / française,Basic Terms
Where is the pain?,Où est la douleur ?,French / française,Basic Terms
"Is it mild, moderate or severe?","Le niveau de douleur est légère, modérée ou sévère?",French / française,Basic Terms
Can you point to the pain?,Indiquez où se situe la douleur s'il vous plaît,French / française,Basic Terms
Head,Tête,French / française,Basic Terms
eyes,yeux,French / française,Basic Terms
ears,oreilles,French / française,Basic Terms
nose,nez,French / française,Basic Terms
mouth,bouche,French / française,Basic Terms
throat,gorge,French / française,Basic Terms
chest,poitrine,French / française,Basic Terms
abdomen,abdomen,French / française,Basic Terms
back,retour,French / française,Basic Terms
arms,bras,French / française,Basic Terms
legs,jambes,French / française,Basic Terms
feet,pieds,French / française,Basic Terms
1 - one,Un,French / française,Basic Terms
2 - two,Deux,French / française,Basic Terms
3 - three,Trois,French / française,Basic Terms
4 - four,Quatre,French / française,Basic Terms
5 - five,Cinq,French / française,Basic Terms
6 - six,Six,French / française,Basic Terms
7 - seven,Sept,French / française,Basic Terms
8 - eight,Huit,French / française,Basic Terms
9 - nine,Neuf,French / française,Basic Terms
10 - ten,Dix,French / française,Basic Terms
0 - zero,Zéro,French / française,Basic Terms
January,janvier,French / française,Basic Terms
Feb,fév,French / française,Basic Terms
March,Mars,French / française,Basic Terms
April,avril,French / française,Basic Terms
May,Peut,French / française,Basic Terms
June,juin,French / française,Basic Terms
July,juillet,French / française,Basic Terms
August,août,French / française,Basic Terms
September,septembre,French / française,Basic Terms
October,octobre,French / française,Basic Terms
November,novembre,French / française,Basic Terms
December,décembre,French / française,Basic Terms
I am a doctor. I do not speak your language. I will communicate with you using this website. Answer me in English as much as possible. Thank you.,Ich bin ein Arzt. Ich spreche deine Sprache nicht. Ich werde mit Ihnen kommunizieren dieser Website nutzen. Antwortet mich auf Englisch so viel wie möglich. Danke.,German / Deutsche,Greetings
What's your name?,Wie heißen Sie?,German / Deutsche,Greetings
Please give me your Identitification Card / Work Permit,Bitte geben Sie mir Ihre Identitification Karte / Arbeitserlaubnis,German / Deutsche,Greetings
"In the last 14 days, did you meet anyone who has coronavirus?","In den letzten 14 Tagen hat treffen Sie jemanden, der corona hat?",German / Deutsche,Contact with Others
Who? What is your relationship with them?,WHO? Was ist Ihre Beziehung zu ihnen?,German / Deutsche,Contact with Others
How many days ago did you meet them? (There is a number chart in the sidebar if they cannot answer),"Wie viele Tage haben Sie sich ihnen? (Es gibt eine Reihe Diagramm in der Seitenleiste, wenn sie nicht beantworten kann)",German / Deutsche,Contact with Others
How long were you with him/her?,Wie waren Sie lange mit ihm / ihr?,German / Deutsche,Contact with Others
"In the last 14 days, did you travel out of this country? If yes, tell us the countries in English.","In den letzten 14 Tagen haben Sie Ihre Reise dieses Landes aus? Wenn ja, sagen Sie uns die Länder in englischer Sprache.",German / Deutsche,Contact with Others
Do you have a fever?,Hast du Fieber?,German / Deutsche,Symptoms
"How many days?
(You may use this for multiple symptoms)","Wie viele Tage?
(Sie können dies für mehrere Symptome verwenden)",German / Deutsche,Symptoms
"Did you measure it with a thermometer? If you did, what was the highest reading?","Haben Sie messen mit einem Thermometer? Wenn ja, was war der höchste Wert?",German / Deutsche,Symptoms
Runny nose?,Laufende Nase?,German / Deutsche,Symptoms
Cough?,Husten?,German / Deutsche,Symptoms
Sore throat?,Halsentzündung?,German / Deutsche,Symptoms
Difficulty breathing?,Schwierigkeiten beim Atmen?,German / Deutsche,Symptoms
Do you have diarrhoea? How many times a day?,Haben Sie Durchfall? Wie oft am Tag?,German / Deutsche,Symptoms
Rash?,Ausschlag?,German / Deutsche,Symptoms
"Any pain? Specifically, any chest pain?",Jeder Schmerz? Insbesondere jede Schmerzen in der Brust?,German / Deutsche,Symptoms
Point to the place.,Zeigen Sie auf den Platz.,German / Deutsche,Symptoms
Do you have any past medical history?,Sie haben keine Vorerkrankungen?,German / Deutsche,Medical Conditions
Please point to which ones.,Bitte weisen auf welche.,German / Deutsche,Medical Conditions
Asthma,Asthma,German / Deutsche,Medical Conditions
Pneumonia,Lungenentzündung,German / Deutsche,Medical Conditions
Hypertension,Hypertonie,German / Deutsche,Medical Conditions
Hyperlipidemia,Hyperlipidämie,German / Deutsche,Medical Conditions
Diabetes,Diabetes,German / Deutsche,Medical Conditions
Heart problems,Herzprobleme,German / Deutsche,Medical Conditions
Kidney problems,Nierenprobleme,German / Deutsche,Medical Conditions
Loss of taste,Verlust des Geschmacks,German / Deutsche,Symptoms
Lost of Smell,Verloren Geruch,German / Deutsche,Symptoms
Do you have a drug allergy?,Haben Sie eine Arzneimittelallergie haben?,German / Deutsche,Medical Conditions
"Do you smoke? If yes, how many cigarettes a day?","Rauchen Sie? Wenn ja, wie viele Zigaretten pro Tag?",German / Deutsche,Medical Conditions
"Do you drink? If yes, how much (number of bottles a week, type of alcohol)?","Trinken Sie? Wenn ja, wie viel (Anzahl der Flaschen pro Woche Art von Alkohol)?",German / Deutsche,Medical Conditions
"If you have any other problems, you can tell me in English.","Wenn Sie irgendwelche anderen Probleme haben, können Sie mich auf Englisch sagen.",German / Deutsche,Medical Conditions
I’m going to examine you.,Ich werde dich untersuchen.,German / Deutsche,Medical Instructions
Tell me if you feel more pain.,"Sagen Sie mir, wenn Sie mehr Schmerz fühlen.",German / Deutsche,Medical Instructions
Please remove your shirt.,Bitte entfernen Sie Ihr T-Shirt.,German / Deutsche,Medical Instructions
Keep taking deep breaths through your mouth.,Halten Sie nehmen tiefe Atemzüge durch den Mund.,German / Deutsche,Medical Instructions
"Say ""99"" when I listen with my stethoscope.","Sagen Sie „99“, wenn ich mit meinem Stethoskop hören.",German / Deutsche,Medical Instructions
I'm going to put this cotton bud into your nostril. You will feel strange but it is not painful,"Ich werde diese Wattestäbchen in die Nase setzen. Sie werden ein seltsames Gefühl, aber es ist nicht schmerzhaft",German / Deutsche,Medical Instructions
This is to test for coronavirus,Dies ist zum Test für corona,German / Deutsche,Medical Instructions
Tilt your head back,Beugen Sie den Kopf zurück,German / Deutsche,Medical Instructions
"If coronavirus positive, we call your phone by tomorrow.","Wenn corona positiv, rufen wir Sie Ihr Telefon von morgen.",German / Deutsche,Medical Instructions
"If coronavirus negative, we send you SMS (text) after 3 days","Wenn corona negativ ist, senden wir Ihnen SMS (Text) nach 3 Tagen",German / Deutsche,Medical Instructions
"Later, you will do an X-ray",Später werden Sie ein Röntgen tun,German / Deutsche,Medical Instructions
There is no sign of infection on your X-ray,Es gibt keine Anzeichen einer Infektion auf Ihrem Röntgen,German / Deutsche,Medical Instructions
You can go back soon.,Sie können bald zurückgehen.,German / Deutsche,Medical Instructions
"Wait here, do not leave this area","Warten Sie hier, nicht verlassen diesen Bereich",German / Deutsche,Medical Instructions
You have to stay in the hospital for a few days,Sie haben im Krankenhaus für ein paar Tage zu bleiben,German / Deutsche,Medical Instructions
We need to transfer you to another location.,Wir müssen Sie übertragen an einen anderen Ort.,German / Deutsche,Medical Instructions
I'll give you medicine to make you feel better,Ich werde dir Medizin geben Ihnen besser zu fühlen,German / Deutsche,Medical Instructions
You must not work for next 5 days.,Sie müssen nicht für nächsten 5 Tage arbeiten.,German / Deutsche,Medical Instructions
You must come back if you have problems with breathing.,"Sie müssen zurückkommen, wenn Sie Probleme mit der Atmung haben.",German / Deutsche,Medical Instructions
You must come back if you do not recover completely after 5 days,"Sie müssen zurückkommen, wenn Sie nach 5 Tagen nicht vollständig erholen",German / Deutsche,Medical Instructions
Read the handout carefully,Lesen Sie das Handout sorgfältig,German / Deutsche,Medical Instructions
Thank you,Vielen Dank,German / Deutsche,Greetings
Good morning / afternoon / evening,Guten Morgen / Tag / Abend,German / Deutsche,Greetings
I am the nurse,Ich bin die Krankenschwester,German / Deutsche,Greetings
I am the doctor,Ich bin der Doktor,German / Deutsche,Greetings
You are in the intensive care unit.,Sie sind in der Intensivstation.,German / Deutsche,Medical Instructions
Today is Monday,Heute ist Montag,German / Deutsche,Greetings
Today is Tuesday,Heute ist Dienstag,German / Deutsche,Greetings
Today is Wednesday,Heute ist Mittwoch,German / Deutsche,Greetings
Today is Thursday,Heute ist Donnerstag,German / Deutsche,Greetings
Today is Friday,Heute ist Freitag,German / Deutsche,Greetings
Today is Saturday,Heute ist Samstag,German / Deutsche,Greetings
Today is Sunday,Heute ist Sonntag,German / Deutsche,Greetings
You are getting better,Du wirst besser,German / Deutsche,Greetings
We will remove the breathing tube when you are better,"Wir werden den Atemschlauch entfernen, wenn Sie besser sind",German / Deutsche,Medical Instructions
You can talk after we remove the breathing tube,"Sie können sprechen, nachdem wir den Atemschlauch entfernen",German / Deutsche,Medical Instructions
Take a deep breath,Tief durchatmen,German / Deutsche,Medical Instructions
Open your mouth,Öffne deinen Mund,German / Deutsche,Medical Instructions
Don’t struggle,Nicht kämpfen,German / Deutsche,Medical Instructions
Don’t move,Bewegen Sie sich nicht,German / Deutsche,Medical Instructions
Lift up your arm,Heben Sie Ihren Arm,German / Deutsche,Medical Instructions
Lift up your leg,Heben Sie Ihr Bein,German / Deutsche,Medical Instructions
Squeeze my hand,Squeeze meine Hand,German / Deutsche,Medical Instructions
Show me two fingers,Zeigen Sie mir zwei Finger,German / Deutsche,Medical Instructions
Open your mouth,Öffne deinen Mund,German / Deutsche,Medical Instructions
Stick out your tongue,Haften Sie Ihre Zunge heraus,German / Deutsche,Medical Instructions
Open your eyes,Öffne deine Augen,German / Deutsche,Medical Instructions
I’m going to shine a light into your eyes. It will be bright.,Ich werde ein Licht in die Augen glänzen. Es wird hell sein.,German / Deutsche,Medical Instructions
Your lungs are weak. We are going to insert a breathing tube to help you breathe,Ihre Lungen sind schwach. Wir werden einen Atemschlauch einzulegen Sie atmen helfen,German / Deutsche,Medical Instructions
You are going to sleep now,Du gehst jetzt schlafen,German / Deutsche,Medical Instructions
We are turning you onto your belly to help your lungs expand,Wir wenden Sie auf Ihren Bauch Lunge erweitern helfen,German / Deutsche,Medical Instructions
